"global_id";"ObjectName";"NameWinter";"PhotoWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";
"612982831";"Фитнес-клуб «Ворлд класс лайт» Митино";"Зал спортивный №2";"nested data";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 29, корпус 5";"pr@wclass.ru";"www.worldclass.ru/clubs/mitino/detail";"(495) 135-09-50";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.359359249, 55.850819103], type=Point}";"{coordinates=[37.359359249, 55.850819103], type=Point}";
"612984941";"Центр спорта и досуга «Атлант» СП «Черемушки» на Профсоюзной";"Зал спортивный №1";"nested data";"Юго-Западный административный округ";"район Черёмушки";"Профсоюзная улица, дом 25, корпус 4";"hornastroenie@yandex.ru";"atlant.mos.ru";"(499) 120-04-45";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"да";"нет";"01.01-31.12";"nested data";"смешанное освещение";"деревянное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.564440981, 55.673316057], type=Point}";"{coordinates=[37.564440981, 55.673316057], type=Point}";
"612987654";"Молодежный центр «Галактика» филиал «Филёвский парк»";"зал спортивный";"nested data";"Западный административный округ";"район Филёвский Парк";"Филёвский бульвар, дом 1";"gbu-mcgalaktika@pzao.mos.ru";"mcgalaktika.ru/";"(499) 142-28-38";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"деревянное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.493365888, 55.765221914], type=Point}";"{coordinates=[37.493365888, 55.765221914], type=Point}";
"612988698";"Общероссийская общественная организация «Федерация каратэдо СИТО-РЮ России»";"Зал для занятий каратэ";"nested data";"Центральный административный округ";"район Хамовники";"Фрунзенская набережная, дом 18";"bogatenkoff@mail.ru";"www.shitoryu.ru";"(916) 413-82-84";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.591773, 55.72924], type=Point}";"{coordinates=[37.591773, 55.72924], type=Point}";
"612989095";"Центр спорта и досуга «Атлант» СП «Южное Бутово» на Южнобутовской";"Зал спортивный";"nested data";"Юго-Западный административный округ";"район Южное Бутово";"Южнобутовская улица, дом 2, строение 1";"yuliya-sb@mail.ru";"atlant.mos.ru";"(499) 723-56-66";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.544368934, 55.543751466], type=Point}";"{coordinates=[37.544368934, 55.543751466], type=Point}";
"612991279";"Фитнес-клуб «Ворлд класс лайт» Митино";"Зал спортивный №3";"nested data";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 29, корпус 5";"pr@wclass.ru";"www.worldclass.ru/clubs/mitino/detail";"(495) 135-09-50";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"деревянное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.359359249, 55.850819103], type=Point}";"{coordinates=[37.359359249, 55.850819103], type=Point}";
"612994076";"Фитнес-клуб «Ворлд класс лайт» Митино";"Тренажерный зал";"nested data";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 29, корпус 5";"pr@wclass.ru";"www.worldclass.ru/clubs/mitino/detail";"(495) 135-09-50";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.359359249, 55.850819103], type=Point}";"{coordinates=[37.359359249, 55.850819103], type=Point}";
"612995328";"Государственное бюджетное учреждение Детский Молодежный центр «Синяя птица»";"Зал спортивный, «на первом этаже жилого здания»";"nested data";"Восточный административный округ";"район Метрогородок";"Открытое шоссе, дом 24, корпус 11";"sinptica@yandex.ru";"mossovet.mos.ru/about/structure/territorialnoe_upravlenie_metrogorodok";"(499) 966-99-16";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.757540563, 55.822999592], type=Point}";"{coordinates=[37.757540563, 55.822999592], type=Point}";
"613001810";"Спортивно-досуговый центр «Вешняки»";"Зал спортивный №2";"nested data";"Восточный административный округ";"район Вешняки";"Снайперская улица, дом 8А";"mu_sdc@mail.ru";"www.veshnyaki.su/home/451--q-q";"(499) 373-00-67";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"ушу, каратэ,тхэквондо";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.811096546, 55.722469056], type=Point}";"{coordinates=[37.811096546, 55.722469056], type=Point}";
"613002293";"Досуговый центр «Космос»";"Зал спортивный №1";"nested data";"Юго-Западный административный округ";"Гагаринский район";"Ленинский проспект, дом 64/2";"";"gagarinskoe.com";"(499) 727-00-18";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"деревянное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.5797352, 55.706004197], type=Point}";"{coordinates=[37.5797352, 55.706004197], type=Point}";
"613004439";"Досуговый центр «Космос»";"Зал спортивный №2";"nested data";"Юго-Западный административный округ";"Гагаринский район";"Ленинский проспект, дом 64/2";"";"gagarinskoe.com";"(499) 727-00-18";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"деревянное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.579853217, 55.706039031], type=Point}";"{coordinates=[37.579853217, 55.706039031], type=Point}";
"613004780";"Спортивно-досуговый центр «Вешняки»";"Зал спортивный №1";"nested data";"Восточный административный округ";"район Вешняки";"Снайперская улица, дом 8А";"mu_sdc@mail.ru";"www.veshnyaki.su/home/451--q-q";"(499) 373-00-67";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"каратэ,ушу,тхэквондо";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.811096546, 55.722469056], type=Point}";"{coordinates=[37.811096546, 55.722469056], type=Point}";
"613007221";"Спортивный комплекс «Новокосино «Родник»";"Зал спортивный №1";"nested data";"Восточный административный округ";"район Новокосино";"Новокосинская улица, дом 6А";"mail@nk-rodnik.ru";"novokosino.mos.ru";"(495) 702-17-11";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"да";"01.01-31.12";"nested data";"освещение лампами накаливания";"специальное покрытие";"150";"платно";"";"приспособлен для всех групп инвалидов";"общая физическая подготовка";"{coordinates=[37.857005591, 55.732709164], type=Point}";"{coordinates=[37.857005591, 55.732709164], type=Point}";
"613008578";"Досуговый центр «Содействие развитию фигурного катания «Ансамбль «Балет на льду»»";"Зал спортивный и танцевальный";"nested data";"Центральный административный округ";"район Хамовники";"Комсомольский проспект, дом 46, корпус 1";"moscowonice@gmail.com";"hamovniki.mos.ru/";"(916) 691-80-53";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.571237, 55.720408], type=Point}";"{coordinates=[37.571237, 55.720408], type=Point}";
"613012058";"Физкультурно-оздоровительный комплекс «Ясногорский»";"Зал спортивный №1, «Зал художественной гимнастики»";"nested data";"Юго-Западный административный округ";"район Ясенево";"Ясногорская улица, дом 19";"mgfso@mossport.ru";"mgfso.mossport.ru";"(499) 242-84-44";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"102";"платно";"";"приспособлен для всех групп инвалидов";"общая физическая подготовка";"{coordinates=[37.532124375, 55.600629068], type=Point}";"{coordinates=[37.532124375, 55.600629068], type=Point}";
"613016409";"Центр спортивных единоборств «Северное Бутово»";"Зал спортивный №3";"nested data";"Юго-Западный административный округ";"район Северное Бутово";"бульвар Дмитрия Донского, дом 9А";"info@sport-center-mossport.ru";"sport-center-mossport.ru";"(991) 144-56-96";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"деревянное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.578985862, 55.567846464], type=Point}";"{coordinates=[37.578985862, 55.567846464], type=Point}";
"613017688";"Социально-педагогический клуб «Форпост в Лужниках»";"Зал спортивный";"nested data";"Центральный административный округ";"район Хамовники";"улица Хамовнический Вал, дом 28";"forpost-club@mail.ru";"hamovniki.mos.ru";"(495) 960-35-31";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.567042, 55.720585], type=Point}";"{coordinates=[37.567042, 55.720585], type=Point}";
"613018125";"Центр спорта и досуга «Атлант» СП «Черемушки» на Профсоюзной";"Зал спортивный №2";"nested data";"Юго-Западный административный округ";"район Черёмушки";"Профсоюзная улица, дом 25, корпус 4";"hornastroenie@yandex.ru";"atlant.mos.ru";"(499) 120-04-45";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"да";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.564440981, 55.673316057], type=Point}";"{coordinates=[37.564440981, 55.673316057], type=Point}";
"613019143";"Физкультурно-оздоровительный комплекс с бассейном Московской теннисной академии «Олимпиец-2»";"Зал спортивный";"nested data";"Западный административный округ";"район Тропарёво-Никулино";"улица Коштоянца, дом 20";"mta@mossport.ru";"mta.mossport.ru";"(495) 430-82-38";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.476573184, 55.674792903], type=Point}";"{coordinates=[37.476573184, 55.674792903], type=Point}";
"613020274";"Досуговый центр «Олимп»";"Зал спортивный №2";"nested data";"Северо-Восточный административный округ";"район Южное Медведково";"Полярная улица, дом 10, строение 1";"info@cdsolimp.ru";"cdsolimp.ru";"(916) 734-07-46";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.638187424, 55.874615115], type=Point}";"{coordinates=[37.638187424, 55.874615115], type=Point}";
"613021983";"Досуговый центр «Соколинка»";"Зал спортивный";"nested data";"Восточный административный округ";"район Соколиная Гора";"Щербаковская улица, дом 54";"sokolinkacentr@mail.ru";"дц-соколинка.рф";"(499) 166-70-37";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.739107667, 55.781819882], type=Point}";"{coordinates=[37.739107667, 55.781819882], type=Point}";
"613025939";"Центр спортивных единоборств «Северное Бутово»";"Зал спортивный №1";"nested data";"Юго-Западный административный округ";"район Северное Бутово";"бульвар Дмитрия Донского, дом 9А";"info@sport-center-mossport.ru";"sport-center-mossport.ru";"(991) 144-56-96";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"деревянное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.578916124, 55.567972613], type=Point}";"{coordinates=[37.578916124, 55.567972613], type=Point}";
"613027375";"Центр спортивных единоборств «Северное Бутово»";"Зал спортивный №2";"nested data";"Юго-Западный административный округ";"район Северное Бутово";"бульвар Дмитрия Донского, дом 9А";"info@sport-center-mossport.ru";"sport-center-mossport.ru";"(991) 144-56-96";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"деревянное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.579195074, 55.567907259], type=Point}";"{coordinates=[37.579195074, 55.567907259], type=Point}";
"613029543";"Досуговый центр «Дом культуры «Воскресенское»";"зал спортивный";"nested data";"Новомосковский административный округ";"поселение Воскресенское";"поселение Воскресенское, посёлок Воскресенское, дом 21";"infodkis@yandex.ru";"dkvosk.ru/kontakty/";"(495) 197-65-90";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"деревянное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.44283931, 55.527573795], type=Point}";"{coordinates=[37.44283931, 55.527573795], type=Point}";
"613032557";"Физкультурно-оздоровительный комплекс «Семья»";"Зал спортивный №3";"nested data";"Западный административный округ";"район Тропарёво-Никулино";"улица Покрышкина, дом 3";"mgfso@mossport.ru";"mgfso.mossport.ru";"(499) 242-84-44";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"рулонное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.470155604, 55.663600042], type=Point}";"{coordinates=[37.470155604, 55.663600042], type=Point}";
"613036099";"Досуговый центр «Ровесник»";"Зал спортивный №1";"nested data";"Западный административный округ";"район Раменки";"улица Пырьева, дом 5А, строение 2";"rovesnik.galaktica42@gmail.com";"mcgalaktika.ru/filialy";"(499) 142-17-52";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"рулонное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.526333438, 55.725882593], type=Point}";"{coordinates=[37.526333438, 55.725882593], type=Point}";
"613042585";"Досуговый центр «Ровесник»";"Зал спортивный №2";"nested data";"Западный административный округ";"район Раменки";"улица Пырьева, дом 5А, строение 2";"rovesnik.galaktica42@gmail.com";"mcgalaktika.ru/filialy";"(499) 142-17-52";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.526333438, 55.725882593], type=Point}";"{coordinates=[37.526333438, 55.725882593], type=Point}";
"613044584";"Досуговый центр «Диалог»";"Зал спортивный №1";"nested data";"Северо-Восточный административный округ";"район Марфино";"Ботаническая улица, дом 33, корпус 5";"kdialog@bk.ru";"dialogmarfino.ru";"(499) 977-00-20";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.582394, 55.839122], type=Point}";"{coordinates=[37.582394, 55.839122], type=Point}";
"613049033";"Физкультурно-оздоровительный комплекс «Семья»";"Зал спортивный №2";"nested data";"Западный административный округ";"район Тропарёво-Никулино";"улица Покрышкина, дом 3";"mgfso@mossport.ru";"mgfso.mossport.ru";"(499) 242-84-44";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.47041846, 55.663686966], type=Point}";"{coordinates=[37.47041846, 55.663686966], type=Point}";
"613049638";"Спортивный комплекс «Крылатские Холмы»";"Зал спортивный №1";"nested data";"Западный административный округ";"район Крылатское";"улица Крылатские Холмы, дом 23, корпус 1";"zapad@mossport.ru";"zapad.mossport.ru";"(495) 733-22-77";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"да";"01.09-31.08";"nested data";"освещение светодиодными лампами";"специальное покрытие";"100";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.412281623, 55.755498796], type=Point}";"{coordinates=[37.412281623, 55.755498796], type=Point}";
"613050168";"Физкультурно-оздоровительный комплекс «Семья»";"Зал спортивный №5";"nested data";"Западный административный округ";"район Тропарёво-Никулино";"улица Покрышкина, дом 3";"mgfso@mossport.ru";"mgfso.mossport.ru";"(499) 242-84-44";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"рулонное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.47005368, 55.663629374], type=Point}";"{coordinates=[37.47005368, 55.663629374], type=Point}";
"613053300";"Физкультурно-оздоровительный комплекс «Семья»";"Зал спортивный №4";"nested data";"Западный административный округ";"район Тропарёво-Никулино";"улица Покрышкина, дом 3";"mgfso@mossport.ru";"mgfso.mossport.ru";"(499) 242-84-44";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"смешанное освещение";"рулонное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.470445282, 55.663211419], type=Point}";"{coordinates=[37.470445282, 55.663211419], type=Point}";
"613054839";"Дворец спортивных единоборств ЦСКА";"зал кикбоксинга №1";"nested data";"Северный административный округ";"Хорошёвский район";"Ленинградский проспект, дом 39, строение 27";"brd@cska.ru";"cska.ru";"(495) 613-65-92";"";"nested data";"";"нет";"";"да";"";"да";"нет";"да";"нет";"нет";"да";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.536598957, 55.793889765], type=Point}";"{coordinates=[37.536598957, 55.793889765], type=Point}";
"613060642";"Досуговый центр «Титан»";"Зал спортивный №2";"nested data";"Центральный административный округ";"Басманный район";"Аптекарский переулок, дом 3/22";"guenis@list.ru";"basman.mos.ru/sport-dosug/clubs/titan/";"(916) 619-46-42";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"деревянное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.673990876, 55.768663193], type=Point}";"{coordinates=[37.673990876, 55.768663193], type=Point}";
"613062057";"Спортивный комплекс Московской государственной академии водного транспорта";"Зал спортивный";"nested data";"Южный административный округ";"район Нагатинский Затон";"Судостроительная улица, дом 46, корпус 2";"info@mgafk.ru";"awt-rut.ru";"(495) 633-16-25";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"деревянное покрытие";"0";"платно";"Аренда зала, подробности по телефону.";"";"общая физическая подготовка";"{coordinates=[37.694452855, 55.686965184], type=Point}";"{coordinates=[37.694452855, 55.686965184], type=Point}";
"613062988";"Спортивный клуб «Мускул» тест";"Зал спортивный №1";"nested data";"Северо-Восточный административный округ";"Лосиноостровский район";"Янтарный проезд, дом 21";"vchurakin@list.ru";"roomuskul.vsite.biz";"(966) 310-49-16";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.686029229, 55.8707813], type=Point}";"{coordinates=[37.686029229, 55.8707813], type=Point}";
"613063291";"Дворец спортивных единоборств ЦСКА";"зал кикбоксинга №2";"nested data";"Северный административный округ";"Хорошёвский район";"Ленинградский проспект, дом 39, строение 27";"brd@cska.ru";"cska.ru";"(495) 613-65-92";"";"nested data";"";"нет";"";"да";"";"да";"нет";"да";"нет";"нет";"да";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.537017382, 55.793885232], type=Point}";"{coordinates=[37.537017382, 55.793885232], type=Point}";
"613063442";"Спортивный комплекс среднего профессионального образовательного учреждения МГУСИТ";"Зал спортивный №1";"nested data";"Северо-Восточный административный округ";"район Бибирево";"улица Лескова, дом 25А";"priem@mgusit.ru";"mgusit.mossport.ru";"(495) 707-05-51";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"смешанное освещение";"деревянное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.622410408, 55.893032629], type=Point}";"{coordinates=[37.622410408, 55.893032629], type=Point}";
"613063644";"Физкультурно-оздоровительный комплекс Таганского парка";"Зал спортивный №2";"nested data";"Центральный административный округ";"Таганский район";"Таганская улица, дом 36, строение 3";"parktaganskiy@culture.mos.ru";"parktaganskiy.ru";"(495) 632-64-20";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"есть занятия для льготных категорий граждан (в т.ч. бесплатные)";"";"общая физическая подготовка";"{coordinates=[37.666589767, 55.738435907], type=Point}";"{coordinates=[37.666589767, 55.738435907], type=Point}";
"613063871";"Фитнес-клуб «СССР» Алексеевская";"Зал спортивный №2";"nested data";"Северо-Восточный административный округ";"Алексеевский район";"Новоалексеевская улица, дом 25";"director@fitness-cccp.ru";"fitness-cccp.ru/clubs/alekseevskaya";"(495) 120-50-61";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"да";"да";"да";"01.01-31.12";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.651169817, 55.810874309], type=Point}";"{coordinates=[37.651169817, 55.810874309], type=Point}";
"613064628";"Физкультурно-оздоровительный комплекс Таганского парка";"Зал спортивный №1";"nested data";"Центральный административный округ";"Таганский район";"Таганская улица, дом 36, строение 3";"parktaganskiy@culture.mos.ru";"parktaganskiy.ru";"(495) 632-64-20";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"ламинированное покрытие";"0";"платно";"есть занятия для льготных категорий граждан (в т.ч. бесплатные)";"";"общая физическая подготовка";"{coordinates=[37.666600496, 55.738520648], type=Point}";"{coordinates=[37.666600496, 55.738520648], type=Point}";
"613064754";"Фитнес-клуб «СССР» Алексеевская";"Зал спортивный №3";"nested data";"Северо-Восточный административный округ";"Алексеевский район";"Новоалексеевская улица, дом 25";"director@fitness-cccp.ru";"fitness-cccp.ru/clubs/alekseevskaya";"(495) 120-50-61";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"да";"да";"да";"01.01-31.12";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.651208709, 55.810917686], type=Point}";"{coordinates=[37.651208709, 55.810917686], type=Point}";
"613065006";"Физкультурно-оздоровительный комплекс Таганского парка";"Зал спортивный №3";"nested data";"Центральный административный округ";"Таганский район";"Таганская улица, дом 36, строение 3";"parktaganskiy@culture.mos.ru";"parktaganskiy.ru";"(495) 632-64-20";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"платно, если занятия для льготных категорий граждан (в т.ч. бесплатные)";"";"общая физическая подготовка";"{coordinates=[37.666298793, 55.738595804], type=Point}";"{coordinates=[37.666298793, 55.738595804], type=Point}";
"613065132";"Досуговый центр «Вера и Доблесть»";"Зал спортивный №1";"nested data";"Центральный административный округ";"район Хамовники";"улица Остоженка, дом 7, строение 1";"ost-club@mail.ru";"msk.spravker.ru/detskie-razvivaiushchie/vera-i-doblest.htm";"(495) 662-89-80";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"деревянное покрытие";"0";"платно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.601591629, 55.742232129], type=Point}";"{coordinates=[37.601591629, 55.742232129], type=Point}";
"613065437";"Дворец спортивных единоборств ЦСКА";"зал фехтования №2";"nested data";"Северный административный округ";"Хорошёвский район";"Ленинградский проспект, дом 39, строение 27";"brd@cska.ru";"cska.ru";"(495) 613-65-92";"";"nested data";"";"нет";"";"да";"";"да";"нет";"да";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.536888636, 55.793502928], type=Point}";"{coordinates=[37.536888636, 55.793502928], type=Point}";
"613066394";"Фитнес-клуб «СССР» Алексеевская";"Зал спортивный №1";"nested data";"Северо-Восточный административный округ";"Алексеевский район";"Новоалексеевская улица, дом 25";"director@fitness-cccp.ru";"fitness-cccp.ru/clubs/alekseevskaya";"(495) 120-50-61";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"да";"да";"да";"01.01-31.12";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"платно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.651307951, 55.810894605], type=Point}";"{coordinates=[37.651307951, 55.810894605], type=Point}";
"613066545";"Дворец спортивных единоборств ЦСКА";"зал дзюдо";"nested data";"Северный административный округ";"Хорошёвский район";"Ленинградский проспект, дом 39, строение 27";"brd@cska.ru";"cska.ru";"(495) 613-65-92";"";"nested data";"";"нет";"";"да";"";"да";"нет";"да";"нет";"нет";"да";"да";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"платно";"";"";"общая физическая подготовка";"{coordinates=[37.536765254, 55.793977407], type=Point}";"{coordinates=[37.536765254, 55.793977407], type=Point}";
